KabKota,ID,Timestamp,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB
Bolaang Mongondow Utara,7107,2025-10-13 14:56:16,2023,1565.01,53.15,601.52,873.8,0.3,169.06,3262.83
Siau Tagulandang Biaro,7108,2025-10-13 14:56:16,2023,1928.77,217.05,951.95,889.26,0.17,-872.92,3114.28
Minahasa Tenggara,7109,2025-10-13 14:56:16,2023,3651.83,230.4,715.25,2950.61,0.09,-828.2,6719.98
Bolaang Mongondow Selatan,7110,2025-10-13 14:56:16,2023,1357.07,36.23,397.68,654.8,0.03,280.45,2726.26
Bolaang Mongondow Timur,7111,2025-10-13 14:56:16,2023,1914.94,40.74,657.45,721.63,0.29,473.61,3808.65
Kota Manado,7171,2025-10-13 14:56:16,2023,19566.64,814.8,4630.45,16043.47,0.24,7500.2,48555.8
Kota Bitung,7172,2025-10-13 14:56:16,2023,8412.31,321.74,1672.63,6036.99,2.94,6227.1,22673.71
Kota Tomohon,7173,2025-10-13 14:56:16,2023,2943.99,77.67,829.69,2964.91,1.14,-1369.7,5447.69
Kota Kotamobagu,7174,2025-10-13 14:56:16,2023,3012.81,86.81,775.84,1424.36,0.34,-501.4,4798.75
Banggai Kepulauan,7201,2025-10-13 14:56:16,2023,3046.08,51.47,732.02,744.94,0.29,354.23,4929.03
Banggai,7202,2025-10-13 14:56:16,2023,13372.5,649.68,3337.94,9179.01,231.95,11286.88,38057.96
Morowali,7203,2025-10-13 14:56:16,2023,6952.36,169.63,911.11,69778.91,259.84,79976.9,158048.74
Poso,7204,2025-10-13 14:56:16,2023,6857.21,209.78,2226.67,5290.84,61.04,-2934.01,11711.52
Donggala,7205,2025-10-13 14:56:16,2023,8198.1,227.25,1866.07,5182.07,282.69,-700.66,15055.53
Toli-Toli,7206,2025-10-13 14:56:16,2023,5803.63,131.79,1528.58,3493.43,136.5,-725,10368.93
Buol,7207,2025-10-13 14:56:16,2023,4047.68,89.74,1200.48,2556.94,8.88,-718.33,7185.39
Parigi Moutong,7208,2025-10-13 14:56:16,2023,13300.39,1295.34,2514.11,10603.1,32.69,-6081.48,21664.14
Tojo Una-Una,7209,2025-10-13 14:56:16,2023,3951.37,117.53,1385.8,1828.36,34.48,-503.62,6813.92
Sigi,7210,2025-10-13 14:56:16,2023,6557.71,306.58,1651.08,5341.09,15.3,-2499.12,11372.64
Banggai Laut,7211,2025-10-13 14:56:16,2023,2241.3,30.4,543.23,375.71,120.76,-292.11,3019.28
Morowali Utara,7212,2025-10-13 14:56:16,2023,6271.29,122.79,1138.92,17596.47,119.23,1185.02,26433.71
Kota Palu,7271,2025-10-13 14:56:16,2023,18103,1103.66,4232.81,14596.93,167.43,-7416.59,30787.24
Kepulauan Selayar,7301,2025-10-13 14:56:16,2023,4173.89,103.03,1120.29,3533.5,-3.49,-940.97,7986.24
Bulukumba,7302,2025-10-13 14:56:16,2023,11871.48,234.54,2053.34,5445,232.88,-966.68,18870.56
Bantaeng,7303,2025-10-13 14:56:16,2023,6320.18,235.73,1294.08,6367.38,43.63,-1507.1,12753.9
Jeneponto,7304,2025-10-13 14:56:16,2023,8415.43,330.63,1387.39,4734.83,-5.5,-2711.12,12151.66
Takalar,7305,2025-10-13 14:56:16,2023,8086.72,239.02,1436.22,2854.31,-9.63,261.74,12868.38
Gowa,7306,2025-10-13 14:56:16,2023,16942.84,564.79,2616.5,8602,-19.01,-253.82,28453.31
Sinjai,7307,2025-10-13 14:56:16,2023,8044,176.62,1386.99,5851.7,8.71,-676.9,14791.12
Maros,7308,2025-10-13 14:56:16,2023,13761.72,412.78,1791.37,6820.27,-9.27,3612.09,26388.97
Pangkajene dan Kepulauan,7309,2025-10-13 14:56:16,2023,14076.47,379.81,1727.01,5346.42,16.58,11120.9,32667.18
Barru,7310,2025-10-13 14:56:16,2023,5653.6,68.3,1118.16,4461.55,-3,-1907.4,9391.2
Bone,7311,2025-10-13 14:56:16,2023,26465.14,578.86,4216.55,16183.12,-73.91,-434.58,46935.17
Soppeng,7312,2025-10-13 14:56:16,2023,7908.61,212.42,1268.47,6015.64,-3.47,-492.33,14909.33
Wajo,7313,2025-10-13 14:56:16,2023,16021.75,358.64,1596.6,7141.99,-42.88,-487.53,24588.57
Sidenreng Rappang,7314,2025-10-13 14:56:16,2023,10503.25,342.81,1435.48,7081.81,-21.08,-1138.24,18204.03
Pinrang,7315,2025-10-13 14:56:16,2023,14719.57,242.9,1826.73,8939.25,-17.29,-564.68,25146.49
Enrekang,7316,2025-10-13 14:56:16,2023,5711.9,132.51,1364.27,3656.76,46.85,-1259.98,9652.3
Luwu,7317,2025-10-13 14:56:16,2023,11617.04,227.8,1707.99,8167.96,-89.92,124.78,21755.64
Tana Toraja,7318,2025-10-13 14:56:16,2023,5690.68,202.66,1257.49,3041.37,-1.36,-817.74,9373.11
Luwu Utara,7322,2025-10-13 14:56:16,2023,9824.54,207.69,1452.56,5286.78,2.88,1066.06,17840.5
Luwu Timur,7325,2025-10-13 14:56:16,2023,11945.29,316.34,1393.77,8678.92,52.03,8309.6,30695.95
Toraja Utara,7326,2025-10-13 14:56:16,2023,7015.34,351.65,1681.84,4244.52,-3.03,-982.56,12307.76
Kota Makasar,7371,2025-10-13 14:56:16,2023,113504.96,4058.92,17730.4,105805.7,-63.31,-14133.89,226902.79
Kota Parepare,7372,2025-10-13 14:56:16,2023,5013.44,58.88,1324.17,3729.22,5.35,-819.45,9311.6
Kota Palopo,7373,2025-10-13 14:56:16,2023,6124.46,161.48,1373.85,4245.63,35.54,-1441.14,10499.83
Buton,7401,2025-10-13 14:56:16,2023,2661.91,64.84,651.78,1645.7,120.39,-81.97,5062.66
Muna,7402,2025-10-13 14:56:16,2023,5665.73,97.86,1470.74,2908.37,442.08,-1771.08,8813.69
Konawe,7403,2025-10-13 14:56:16,2023,6912.27,142.22,1525.34,3749.33,169.44,5796.8,18295.41
Kolaka,7404,2025-10-13 14:56:16,2023,7834.87,202.48,1203.89,14838.81,141.16,11463.01,35684.21
Konawe Selatan,7405,2025-10-13 14:56:16,2023,8707.95,242.1,1624.38,5645.5,237.62,-5.08,16452.47
Bombana,7406,2025-10-13 14:56:16,2023,4209.38,103.42,830.87,2565.63,141.05,707.02,8557.37
Wakatobi,7407,2025-10-13 14:56:16,2023,2719.56,97.65,1140.76,1696.45,282.58,-168.9,5768.1
Kolaka Utara,7408,2025-10-13 14:56:16,2023,4785.06,89.08,805.66,4260.79,133.6,1152.75,11226.94
Buton Utara,7409,2025-10-13 14:56:16,2023,1788.58,33.74,731.66,1588.25,108.95,-201.92,4049.26
Konawe Utara,7410,2025-10-13 14:56:16,2023,1800.89,71.02,602.46,1373.75,110.78,1300.89,5259.79
Kolaka Timur,7411,2025-10-13 14:56:16,2023,3722.73,48.68,559.37,2075.63,81.28,-862.29,5625.4
Konawe Kepulauan,7412,2025-10-13 14:56:16,2023,925.6,20.62,529.41,545.95,46.35,-350.53,1717.4
Muna Barat,7413,2025-10-13 14:56:16,2023,2866.8,41.89,504.72,1548.05,133.94,-1708.42,3386.99
Buton Tengah,7414,2025-10-13 14:56:16,2023,1796.78,35.07,386.82,1204.49,112.51,-509.72,3025.96
Buton Selatan,7415,2025-10-13 14:56:16,2023,2072.51,41.5,434.59,1362,96.57,-414.01,3593.17
Kota Kendari,7471,2025-10-13 14:56:16,2023,15857.24,279.68,7166.74,11467.35,491.19,-7002.09,28260.1
Kota Baubau,7472,2025-10-13 14:56:16,2023,6749.71,124.98,1625.3,5176.59,476.74,-2631.48,11521.84
Boalemo,7501,2025-10-13 14:56:16,2023,4075.39,37.37,1134.69,1250.6,132.18,-44.54,6585.69
Gorontalo,7502,2025-10-13 14:56:16,2023,10130,133.84,2062.75,5268.84,179.23,-1685.02,16089.63
Pohuwato,7503,2025-10-13 14:56:16,2023,4527.17,45.1,1103.88,1543.65,124.53,771.15,8115.49
Bone Bolango,7504,2025-10-13 14:56:16,2023,3506.75,34.68,1330.57,1479.25,108.54,-761.01,5698.78
Gorontalo Utara,7505,2025-10-13 14:56:16,2023,2500.92,64.83,745.79,1221.81,50.69,-437.1,4146.95
Kota Gorontalo,7571,2025-10-13 14:56:16,2023,7012.13,67.53,2952.22,3433.91,139.93,-3067.19,10538.52
Majene,7601,2025-10-13 14:56:16,2023,3711.46,72.21,1232.77,1521.78,-5.41,-564.39,5968.43
Polewali Mandar,7602,2025-10-13 14:56:16,2023,9850.22,91.43,1840.38,3945.92,393.08,-121.36,15999.66
Mamasa,7603,2025-10-13 14:56:16,2023,2542.84,68.4,773.29,986.08,89.77,-969.86,3490.52
Mamuju,7604,2025-10-13 14:56:16,2023,7075.06,113.04,3437.05,4400.7,511.73,-1135.66,14401.92
Mamuju Utara,7605,2025-10-13 14:56:16,2023,3475.59,60.37,818.33,4040.55,-59.36,6051,14386.48
Mamuju Tengah,7606,2025-10-13 14:56:16,2023,2359.51,49.47,504.83,1006.58,186.38,-42.39,4064.39
Maluku Tenggara Barat,8101,2025-10-13 14:56:16,2023,2691.64,146.9,1127.78,1673.92,37.65,-2286.02,3391.88
Maluku Tenggara,8102,2025-10-13 14:56:16,2023,2513.97,105.68,1201.42,1405.27,29.9,-1145.63,4110.6
Maluku Tengah,8103,2025-10-13 14:56:16,2023,9000.06,319.02,2335.35,2422.72,31.94,-3346.59,10762.5
Buru,8104,2025-10-13 14:56:16,2023,2508.96,89.3,1050.09,1165.61,21.38,-1857.4,2977.96
Kepulauan Aru,8105,2025-10-13 14:56:16,2023,2084.15,98.57,941.77,1272.32,14.91,24.62,4436.33
Seram Bagian Barat,8106,2025-10-13 14:56:16,2023,2888.41,100.05,1433.5,1765.19,34.7,-2433.36,3788.49
Seram Bagian Timur,8107,2025-10-13 14:56:16,2023,2084.05,60.14,1357.56,1262,19.93,-1274.37,3509.31
Maluku Barat Daya,8108,2025-10-13 14:56:16,2023,1268.53,34.85,808.07,799.91,15.11,-57.72,2868.75
Buru Selatan,8109,2025-10-13 14:56:16,2023,1507.08,60.87,891.33,837.79,25,-1555.88,1766.19
Kota Ambon,8171,2025-10-13 14:56:16,2023,12254,447.43,4109.6,3855.23,29.26,-2191.6,18503.93
Kota Tual,8172,2025-10-13 14:56:16,2023,2061.99,66.18,869.07,976.67,23.81,-793.3,3204.43
Halmahera Barat,8201,2025-10-13 14:56:16,2023,1760.21,125.86,737.27,274.72,-0.78,-212.06,2685.23
Halmahera Tengah,8202,2025-10-13 14:56:16,2023,1087.56,42.37,1116.95,20069.53,-233.63,6427.04,28509.82
Kepulauan Sula,8203,2025-10-13 14:56:16,2023,1785.58,23.56,756.14,888.73,-14.53,-382.27,3057.21
Halmahera Selatan,8204,2025-10-13 14:56:16,2023,4324.81,54.31,1216.19,7776.81,-149.64,4533.04,17755.51
Halmahera Utara,8205,2025-10-13 14:56:16,2023,3747.47,86.47,1444.34,1536.13,-26.06,-37.09,6751.26
Halmahera Timur,8206,2025-10-13 14:56:16,2023,1865.6,113.04,1262.76,2230.53,-16.45,-209.71,5245.78
Pulau Morotai,8207,2025-10-13 14:56:16,2023,1014.1,9.73,358.56,625.01,-4.49,-142.6,1860.3
Pulau Taliabu,8208,2025-10-13 14:56:16,2023,810.05,2.94,221.41,295.14,1.13,608.43,1939.1
Kota Ternate,8271,2025-10-13 14:56:16,2023,8652.13,168.77,4189.5,4090.88,110.83,-3609,13603.11
Kota Tidore Kepulauan,8272,2025-10-13 14:56:16,2023,1941.29,60.45,2996.88,869.73,0.44,-2396.63,3472.15
Fakfak,9101,2025-10-13 14:56:16,2023,3310.99,104.78,2047.47,1985.97,196.83,-1826.39,5819.65
Kaimana,9102,2025-10-13 14:56:16,2023,1296.63,69.53,1317.31,753.09,-67.42,-454.42,2914.73
Teluk Wondama,9103,2025-10-13 14:56:16,2023,608.07,39.92,865.09,533.56,575.1,-872,1749.73
Teluk Bintuni,9104,2025-10-13 14:56:16,2023,1562.89,71.1,2062.73,2778.37,186.72,32878.77,39540.59
Manokwari,9105,2025-10-13 14:56:16,2023,5213.34,247.3,3405.5,2675.14,-159.62,-734.11,10647.55
Manokwari Selatan,9111,2025-10-13 14:56:16,2023,696.48,25.53,443.81,73.2,11.04,-322.59,927.48
Pegunungan Arfak,9112,2025-10-13 14:56:16,2023,138.47,3.05,170.51,131.43,2.44,-137.38,308.51
Raja Ampat,9201,2025-10-13 14:56:16,2023,1238.96,59.45,1225.17,606.95,20.61,1003.68,4154.81
Sorong,9202,2025-10-13 14:56:16,2023,3322.04,157.98,2187.23,2217.96,-111.72,4254.76,12028.25
Sorong Selatan,9203,2025-10-13 14:56:16,2023,885.99,62.51,1118.95,731.09,-53.96,-491.35,2253.24
Maybrat,9204,2025-10-13 14:56:16,2023,689.76,28.66,837.61,168.56,0.3,-911.66,813.24
Tambrauw,9205,2025-10-13 14:56:16,2023,105.15,9.49,222.38,63.96,-41.9,-86.5,272.59
Kota Sorong,9271,2025-10-13 14:56:16,2023,9970.54,133.6,2978.29,3113.73,-607.79,1237.94,16826.33
Jayapura,9403,2025-10-13 14:56:16,2023,9508.96,190.25,3557.59,5567.53,585.89,-194.22,19215.99
Kepulauan Yapen,9408,2025-10-13 14:56:16,2023,3572.08,219.73,750.87,1094.53,174.66,-842.23,4969.64
Biak Numfor,9409,2025-10-13 14:56:16,2023,4635.97,274.2,1691.44,1204.75,145.1,-1669.82,6281.64
Sarmi,9419,2025-10-13 14:56:16,2023,2493.68,25.32,1111.28,1779.13,52.34,-1899.23,3562.53
Keerom,9420,2025-10-13 14:56:16,2023,2494.72,42.42,1025.49,1614.09,26.24,-1816.08,3386.88
Waropen,9426,2025-10-13 14:56:16,2023,1496.42,53.06,881.63,1158.22,55.04,-1327.95,2316.41
Supiori,9427,2025-10-13 14:56:16,2023,998.19,75.38,404.81,885.94,33.52,-1225.89,1171.95
Mamberamo Raya,9428,2025-10-13 14:56:16,2023,1465.43,34.14,605.86,1013.26,36.65,-1011.85,2143.48
Kota Jayapura,9471,2025-10-13 14:56:16,2023,17450.46,3578.35,15030.86,17342.42,1529.05,-17060.79,37870.35
Merauke,9501,2025-10-13 14:56:16,2023,13331.48,223.51,3506.75,5296.8,-68.97,-3323.14,18966.43
Boven Digoel,9502,2025-10-13 14:56:16,2023,3767.5,40.21,959.68,2360.05,-28.07,-1756.89,5342.48
Mappi,9503,2025-10-13 14:56:16,2023,2835.93,58.34,1207.32,1837.42,-45.29,-2285.4,3608.32
Asmat,9504,2025-10-13 14:56:16,2023,2603.95,51.9,1445.15,1565.47,-12.5,-2490.46,3163.51
Mimika,9601,2025-10-13 14:56:16,2023,14744.26,256.71,4810.73,23260.67,9549.85,74236.57,126858.79
Dogiyai,9602,2025-10-13 14:56:16,2023,1423.82,39.15,665.21,748.46,1.91,-1339.71,1538.83
Deiyai,9603,2025-10-13 14:56:16,2023,1192.07,5.89,523.39,726.62,-28.12,-755.9,1663.95
Nabire,9604,2025-10-13 14:56:16,2023,9084.76,343.83,1911.05,3420.38,23.22,-1242.31,13540.93
Paniai,9605,2025-10-13 14:56:16,2023,3979.45,15.17,1260.49,2420.74,18.21,-2681.59,5012.46
Intan Jaya,9606,2025-10-13 14:56:16,2023,1007.73,8.5,476.17,819.97,-33.91,-873.47,1404.99
Puncak,9607,2025-10-13 14:56:16,2023,1437.3,21.11,595.72,996.95,21.36,-1409.99,1662.45
Puncak Jaya,9608,2025-10-13 14:56:16,2023,1505.14,55.07,694.23,740.85,3.07,-1494.63,1503.73
Nduga,9701,2025-10-13 14:56:16,2023,1134.72,5.7,507.38,928.07,-3.87,-1060.35,1511.66
Jayawijaya,9702,2025-10-13 14:56:16,2023,8864.05,86.99,2057.64,5027.25,49.2,-5930.28,10154.85
Lanny Jaya,9703,2025-10-13 14:56:16,2023,1881.51,37.23,757.69,1118.74,2.85,-1473.1,2324.92
Tolikara,9704,2025-10-13 14:56:16,2023,1690.5,26.64,822.74,945.1,3.15,-1479.68,2008.46
Mamberamo Tengah,9705,2025-10-13 14:56:16,2023,1214.64,14.09,569.13,802.1,-0.47,-1191.44,1408.05
Yalimo,9706,2025-10-13 14:56:16,2023,1198.49,13.74,493.04,809.15,0.55,-955.88,1559.1
Yahukimo,9707,2025-10-13 14:56:16,2023,2336.44,23.41,1071.26,1560.08,10.64,-2101.5,2900.32
Pegunungan Bintang,9708,2025-10-13 14:56:16,2023,1997.19,23.88,675.56,1028.28,5.11,-1360.77,2369.26
Simeulue,1101,2025-10-13 14:56:16,2024,2015.09,126.34,860.99,1264.84,0.37,-1116.88,3150.76
Aceh Singkil,1102,2025-10-13 14:56:16,2024,2022.17,65.02,1036.79,1031.58,4.48,-718.96,3441.08
Aceh Selatan,1103,2025-10-13 14:56:16,2024,4505.19,145.72,1397.89,2527.03,3.1,-1112.7,7466.23
Aceh Tenggara,1104,2025-10-13 14:56:16,2024,4622.99,279.49,1522.39,1810.66,50.04,-1547.7,6737.89
Aceh Timur,1105,2025-10-13 14:56:16,2024,10083.42,437.77,1757.04,4725.17,-1.08,-2066.98,14935.34
Aceh Tengah,1106,2025-10-13 14:56:16,2024,4390.49,194.83,1594.65,4108.29,38.08,395.07,10721.42
Aceh Barat,1107,2025-10-13 14:56:16,2024,5167.61,333.87,1602.47,5242.65,74,1632.64,14053.24
Aceh Besar,1108,2025-10-13 14:56:16,2024,11551.44,89.06,2855.3,6393.99,37.28,-2515.02,18412.05
Pidie,1109,2025-10-13 14:56:16,2024,9438.78,394.44,2540.49,4196.04,0.99,-2021.31,14549.43
Bireuen,1110,2025-10-13 14:56:16,2024,10847.24,358.23,2308.87,3970.67,35.55,860.4,18380.96
Aceh Utara,1111,2025-10-13 14:56:16,2024,14255.29,562.94,3110.01,7559.33,6.92,4589.24,30083.73
Aceh Barat Daya,1112,2025-10-13 14:56:16,2024,2752.6,88.77,928.43,2821.54,5.8,-1229.22,5367.93
Gayo Lues,1113,2025-10-13 14:56:16,2024,1751.61,110.02,1018.19,1346.33,26.69,-669.82,3583.01
Aceh Tamiang,1114,2025-10-13 14:56:16,2024,5992.41,170.54,1338.04,3137,0.27,904.14,11542.4
Nagan Raya,1115,2025-10-13 14:56:16,2024,4628.97,245.18,1191.25,3642,7.14,2717.16,12431.71
Aceh Jaya,1116,2025-10-13 14:56:16,2024,1781.18,81.63,1062.33,1743.88,5.78,-1068.15,3606.65
Bener Meriah,1117,2025-10-13 14:56:16,2024,2956.94,138.79,1047.26,2865.11,4.83,-492.3,6520.63
Pidie Jaya,1118,2025-10-13 14:56:16,2024,3241.65,219.79,1042.16,1620.33,-2.47,-1396.63,4724.84
Kota Banda Aceh,1171,2025-10-13 14:56:16,2024,13953.86,471.17,9674.07,6313.18,25.09,-4412.22,26025.15
Kota Sabang,1172,2025-10-13 14:56:16,2024,963.14,129.18,1017.82,1161.44,4.73,-1415.21,1861.1
Kota Langsa,1173,2025-10-13 14:56:16,2024,4488.12,186.2,1295.35,2482.34,40.29,-1168.44,7323.86
Kota Lhokseumawe,1174,2025-10-13 14:56:16,2024,5743.7,167.1,1862.72,5276.55,61.16,-1262.99,11848.24
Kota Subulussalam,1175,2025-10-13 14:56:16,2024,1591.09,76.31,706.88,1318.07,4.03,-934.53,2761.85
Nias,1201,2025-10-13 14:56:16,2024,4704.38,216.72,1036.4,1307.52,4.21,-1964.61,5304.62
Mandailing Natal,1202,2025-10-13 14:56:16,2024,12432.31,325.6,2688.4,4162.97,450.35,219.75,20279.38
Tapanuli Selatan,1203,2025-10-13 14:56:16,2024,9706.34,152.05,1840.69,7332.9,451,1793.34,21276.31
Tapanuli Tengah,1204,2025-10-13 14:56:16,2024,9446.3,321.15,1135.6,2582.28,89.14,96.8,13671.28
Tapanuli Utara,1205,2025-10-13 14:56:16,2024,7092.06,598.64,1576.56,4496.28,221.6,-2705.98,11279.15
Toba Samosir,1206,2025-10-13 14:56:16,2024,5576.38,189.59,1330.77,2258.7,134.18,794.81,10284.43
Labuhan Batu,1207,2025-10-13 14:56:16,2024,22630.22,279.01,1599.89,10695.32,1148.02,14449.33,50801.78
Asahan,1208,2025-10-13 14:56:16,2024,28384.01,641.29,2530.63,13779.03,416.87,11706.11,57457.93
Simalungun,1209,2025-10-13 14:56:16,2024,28907.95,582.08,3086.79,12832.57,727.4,12769.31,58906.11
Dairi,1210,2025-10-13 14:56:16,2024,7230.79,325.61,1258.88,3171.1,258.53,448.96,12693.88
Karo,1211,2025-10-13 14:56:16,2024,15081.57,516.85,2161.82,9289.15,173.28,1645.21,28867.89
Deli Serdang,1212,2025-10-13 14:56:16,2024,89503.88,852.53,5011.76,47952.74,2008.05,6122.43,151451.4
Langkat,1213,2025-10-13 14:56:16,2024,33674.78,639.33,4505.46,12986.95,1713.67,8891.29,62411.48
Nias Selatan,1214,2025-10-13 14:56:16,2024,7283.62,262.56,2342.83,2378.89,157.42,-3296.87,9128.45
Humbang Hasundutan,1215,2025-10-13 14:56:16,2024,4697.35,150.24,1381.06,1975.12,6.24,62.38,8272.39
Pakpak Bharat,1216,2025-10-13 14:56:16,2024,891.75,16.79,477.82,536.22,3.83,-207.65,1718.75
Samosir,1217,2025-10-13 14:56:16,2024,3719.16,150.06,1102.37,909.52,195.88,23.42,6100.41
Serdang Bedagai,1218,2025-10-13 14:56:16,2024,21048.75,431.57,2868.87,9544.41,644.85,7473.56,42012.01
Batu Bara,1219,2025-10-13 14:56:16,2024,19100.55,381.13,2184.11,8783.42,532.55,16335.83,47317.58
Padang Lawas Utara,1220,2025-10-13 14:56:16,2024,9524.64,241.18,1203.19,3950.83,128.82,2782.62,17831.27
Padang Lawas,1221,2025-10-13 14:56:16,2024,7782.49,165.93,965.51,3610.34,47.1,5759.04,18330.4
Labuhan Batu Selatan,1222,2025-10-13 14:56:16,2024,17292.89,197.66,1311.03,10842.02,1233.99,11032.06,41909.64
Labuhan Batu Utara,1223,2025-10-13 14:56:16,2024,15926.5,312.03,1434.97,8529.8,800.57,9578.14,36582
Nias Utara,1224,2025-10-13 14:56:16,2024,3625.6,87.83,1013.42,1487.13,172.78,-1596.35,4790.41
Nias Barat,1225,2025-10-13 14:56:16,2024,1941.37,105.39,586.15,676.69,65.27,-843.28,2531.58
Kota Sibolga,1271,2025-10-13 14:56:16,2024,4375.88,150.81,811.71,1288.5,99.67,475.03,7201.6
Kota Tanjung Balai,1272,2025-10-13 14:56:16,2024,6592.76,177.81,1088.04,3692.7,136.49,519.94,12207.74
Kota Pematang Siantar,1273,2025-10-13 14:56:16,2024,10111.38,495.4,1886.31,4158.47,439.91,260.2,17351.67
Kota Tebing Tinggi,1274,2025-10-13 14:56:16,2024,5572.94,30.28,1366.73,2977.47,168.3,-2240.61,7875.11
Kota Medan,1275,2025-10-13 14:56:16,2024,145424.76,1122.77,11002.69,128613.67,3164.02,40281.26,329609.17
Kota Binjai,1276,2025-10-13 14:56:16,2024,9097.76,231.72,994.09,5240.41,43.18,-18.4,15588.75
Kota Padangsidimpuan,1277,2025-10-13 14:56:16,2024,5450.57,324.79,1477.67,3064.79,72.31,-1813.16,8576.98
Kota Gunungsitoli,1278,2025-10-13 14:56:16,2024,4947.66,159.81,653.78,2213.74,15.29,-668.38,7321.91
Kepulauan Mentawai,1301,2025-10-13 14:56:16,2024,3171.37,53.39,858.01,1873.46,-4.59,294.16,6245.8
Pesisir Selatan,1302,2025-10-13 14:56:16,2024,9773.85,205.83,1716.06,5442.77,4.88,2038.76,19182.15
Solok,1303,2025-10-13 14:56:16,2024,10012.29,155.19,1589.34,5786.58,27.43,821.16,18391.99
Sijunjung,1304,2025-10-13 14:56:16,2024,6501.44,97.13,1023.6,3957.18,13.92,895.66,12488.94
Tanah Datar,1305,2025-10-13 14:56:16,2024,9973.14,222.6,1696.66,5478.91,-24.23,148.95,17496.03
Padang Pariaman,1306,2025-10-13 14:56:16,2024,14207.05,294.97,1907.28,8617.62,-53.23,1835.27,26808.95
Agam,1307,2025-10-13 14:56:16,2024,14927.1,304.06,1773.35,8312.8,-129.72,2788.1,27975.68
Lima Puluh Kota,1308,2025-10-13 14:56:16,2024,11134.25,214.76,1512.98,6412.15,28.7,1547.78,20850.62
Pasaman,1309,2025-10-13 14:56:16,2024,6388.08,131.26,1160.3,3654.09,-0.49,831.99,12165.24
Solok Selatan,1310,2025-10-13 14:56:16,2024,4043.23,86.13,695.02,2175.87,3.77,583.85,7587.87
Dharmasraya,1311,2025-10-13 14:56:16,2024,7723.98,140.53,1102.38,4116.18,-20.66,1265.22,14327.63
Pasaman Barat,1312,2025-10-13 14:56:16,2024,11553.36,251.64,1505.94,6418.41,-32.43,1418.73,21115.66
Kota Padang,1371,2025-10-13 14:56:16,2024,41835.7,937.93,9379.46,24008.24,-127.26,8148.49,84182.56
Kota Solok,1372,2025-10-13 14:56:16,2024,2784.84,54.59,727.17,1436.17,-0.87,559.26,5561.16
Kota Sawah Lunto,1373,2025-10-13 14:56:16,2024,2707.83,54.24,721.44,1312.96,6.37,255.17,5058
Kota Padang Panjang,1374,2025-10-13 14:56:16,2024,2412.15,53.63,680.69,1406.47,4.26,199.76,4756.96
Kota Bukittinggi,1375,2025-10-13 14:56:16,2024,6214.2,113.09,1209.02,3187.57,-2.55,1026.09,11747.42
Kota Payakumbuh,1376,2025-10-13 14:56:16,2024,4256.9,82.31,953.79,2280.91,-3.43,1850.52,9421
Kota Pariaman,1377,2025-10-13 14:56:16,2024,3522.81,77.89,731.87,1830.2,-3.15,642.28,6801.89
Kuantan Singingi,1401,2025-10-13 14:56:16,2024,19862.98,243.47,1576.84,19160.23,47.33,11104.84,51995.69
Indragiri Hulu,1402,2025-10-13 14:56:16,2024,23012.96,338.86,1783.91,21487.95,158.61,13695.56,60477.84
Indragiri Hilir,1403,2025-10-13 14:56:16,2024,38650.43,610.72,2189.15,20291.46,142.91,33100.38,94985.06
Pelalawan,1404,2025-10-13 14:56:16,2024,19909.51,293.05,1608.45,13256.75,69.42,42548.77,77685.96
Siak,1405,2025-10-13 14:56:16,2024,28120.27,379.67,2575.67,28674.63,108.7,61263.85,121122.79
Kampar,1406,2025-10-13 14:56:16,2024,49372,696.37,3428.67,39027.47,110.46,23789.28,116424.25
Rokan Hulu,1407,2025-10-13 14:56:16,2024,32594.11,474.11,1544.35,12693.23,51.95,9288.97,56646.72
Bengkalis,1408,2025-10-13 14:56:16,2024,38436.29,508.34,3845.3,35623.34,52.46,97248.06,175713.79
Rokan Hilir,1409,2025-10-13 14:56:16,2024,32472.44,508.77,2143.13,10614.32,54.36,56700.55,102493.58
Kepulauan Meranti,1410,2025-10-13 14:56:16,2024,9981.62,217.93,703.56,6194.93,68.38,10302.43,27468.84
Kota Pekanbaru,1471,2025-10-13 14:56:16,2024,83501.39,1879.91,11504.06,130271.48,605.8,-56456.12,171306.52
Kota Dumai,1473,2025-10-13 14:56:16,2024,16754.68,259.41,3035.5,20825.02,156.35,11637.15,52668.1
Kerinci,1501,2025-10-13 14:56:16,2024,7458.93,89.74,1469,4228.54,141.71,1331.33,14719.25
Merangin,1502,2025-10-13 14:56:16,2024,13550.29,86.04,1469.99,5125.95,109.12,5130.98,25472.37
Sarolangun,1503,2025-10-13 14:56:16,2024,11577.27,139.4,1267.76,8285.94,351.04,1079.81,22701.23
Batang Hari,1504,2025-10-13 14:56:16,2024,11222.42,104.76,1430.13,5519.75,192.41,7680.34,26149.8
Muaro Jambi,1505,2025-10-13 14:56:16,2024,14649.81,167.74,1880,8833.14,-260.85,15206.15,40475.99
Tanjung Jabung Timur,1506,2025-10-13 14:56:16,2024,8221.74,132.01,1475.49,5650.83,161.16,11655.02,27296.26
