KabKota,ID,Timestamp,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB
Tanjung Jabung Barat,1507,2025-10-13 14:56:16,2024,13184.6,129.68,1288.93,8050.36,423.96,32655.32,55732.85
Tebo,1508,2025-10-13 14:56:16,2024,11040.68,147.12,1132.7,4713.24,92.66,6782.52,23908.92
Bungo,1509,2025-10-13 14:56:16,2024,13646.13,160.97,1457.31,7427.14,88.34,4576.48,27356.37
Kota Jambi,1571,2025-10-13 14:56:16,2024,24109.65,772.57,7565.65,9240.72,480.6,1206.28,43375.48
Kota Sungai Penuh,1572,2025-10-13 14:56:16,2024,4608.75,75.61,663.76,2625.22,198.14,2109.31,10280.79
Ogan Komering Ulu,1601,2025-10-13 14:56:16,2024,13803.11,332.29,1548.77,7141.76,14.38,-2375.12,20465.17
Ogan Komering Ilir,1602,2025-10-13 14:56:16,2024,26143.6,654.13,2805.22,13478.81,5.52,3561.73,46649.01
Muara Enim,1603,2025-10-13 14:56:16,2024,51619.89,1725.66,3113.14,19165.53,51.7,41048.49,116724.41
Lahat,1604,2025-10-13 14:56:16,2024,17710.46,466.44,3642.67,7575.99,9.28,575.82,29980.66
Musi Rawas,1605,2025-10-13 14:56:16,2024,18323.78,376.97,2199.11,6252.77,6.52,-1687.3,25471.85
Musi Banyuasin,1606,2025-10-13 14:56:16,2024,65517.59,1936.36,4974.19,25451.72,4.91,-5217.89,92666.87
Banyu Asin,1607,2025-10-13 14:56:16,2024,27671.37,614.19,2628.97,10384.96,-16.41,-1652.96,39630.12
Ogan Komering Ulu Selatan,1608,2025-10-13 14:56:16,2024,7853.61,156.43,1436.27,3687.58,10.59,-1236.11,11908.37
Ogan Komering Ulu Timur,1609,2025-10-13 14:56:16,2024,15173.9,297.89,2037.97,6762.91,-1.24,-3031.68,21239.75
Ogan Ilir,1610,2025-10-13 14:56:16,2024,9445.75,254.18,1833.68,4253.11,2.28,-548.11,15240.88
Empat Lawang,1611,2025-10-13 14:56:16,2024,4262.59,133.51,1063.17,2056.37,5.06,-798.68,6722.01
Penukal Abab Lematang Ilir,1612,2025-10-13 14:56:16,2024,6487.46,206.7,438.53,2863.09,2.95,-612.4,9386.33
Musi Rawas Utara,1613,2025-10-13 14:56:16,2024,7500.43,145.91,895.29,2655.3,15.41,-1516,9696.34
Kota Palembang,1671,2025-10-13 14:56:16,2024,130785.69,3128.4,10327.32,89406.61,-106.94,-25344.39,208196.68
Kota Prabumulih,1672,2025-10-13 14:56:16,2024,6944.14,193.78,1279.53,3947.61,-5.06,-1826.76,10533.23
Kota Pagar Alam,1673,2025-10-13 14:56:16,2024,2988.89,84.38,602.2,1315.83,4.42,-1184.65,3811.06
Kota Lubuklinggau,1674,2025-10-13 14:56:16,2024,5725.12,164.74,963.87,3517.44,4.13,-1657.44,8717.86
Bengkulu Selatan,1701,2025-10-13 14:56:16,2024,4806.23,214.38,1580.58,2984.43,2.06,-1723.58,7864.1
Rejang Lebong,1702,2025-10-13 14:56:16,2024,8127.04,274.24,1578.17,4314.67,-7.71,-1220.28,13066.13
Bengkulu Utara,1703,2025-10-13 14:56:16,2024,7242.58,217.63,1564.45,4930.32,14.39,-1187.84,12781.53
Kaur,1704,2025-10-13 14:56:16,2024,3068.84,130.26,995.4,2800.25,8.88,-2040.06,4963.57
Seluma,1705,2025-10-13 14:56:16,2024,3960.67,102.93,1052.07,3309.18,6.66,-2086.6,6344.92
Mukomuko,1706,2025-10-13 14:56:16,2024,4586.2,189.68,1062.91,3925.86,12.06,-2210.3,7566.42
Lebong,1707,2025-10-13 14:56:16,2024,2962.19,163.63,918.36,2609.29,6.21,-2078.96,4580.72
Kepahiang,1708,2025-10-13 14:56:16,2024,3761.61,187.42,948.36,2582.43,13.55,-1227.91,6265.45
Bengkulu Tengah,1709,2025-10-13 14:56:16,2024,3904.19,94.67,741.8,2768.14,-1.85,-725.05,6781.9
Kota Bengkulu,1771,2025-10-13 14:56:16,2024,19817.39,981.52,8105.68,9395.59,-2.37,-5149.5,33148.31
Lampung Barat,1801,2025-10-13 14:56:16,2024,7860.64,283.7,1484.17,3531.75,-19.35,-3237.65,9903.24
Tanggamus,1802,2025-10-13 14:56:16,2024,15390.88,364.57,1799.23,4976.6,145.34,-1479.03,21197.58
Lampung Selatan,1803,2025-10-13 14:56:16,2024,34471.53,976.32,2426.44,19617.87,-165.39,2994.21,60320.97
Lampung Timur,1804,2025-10-13 14:56:16,2024,36111.67,990,2748.06,16804.81,-222.44,419.22,56851.33
Lampung Tengah,1805,2025-10-13 14:56:16,2024,53050.89,1393.23,2825.08,31347.73,-920.39,9396.95,97093.49
Lampung Utara,1806,2025-10-13 14:56:16,2024,20521.87,1126.8,1928.59,10176.67,-7.33,-1932.05,31814.54
Way Kanan,1807,2025-10-13 14:56:16,2024,12456.18,314.47,1324.13,5830.04,58.89,-761.79,19221.92
Tulangbawang,1808,2025-10-13 14:56:16,2024,18854.45,515.28,1290.92,10530.18,74.96,-766.6,30499.19
Pesawaran,1809,2025-10-13 14:56:16,2024,13063.42,316.64,1208.22,6440.36,-89.94,728.07,21666.78
Pringsewu,1810,2025-10-13 14:56:16,2024,12768.93,281.76,963.34,4341.62,-0.05,-3257.43,15098.16
Mesuji,1811,2025-10-13 14:56:16,2024,8458.88,208.6,601.93,4259.1,-16,640.82,14153.34
Tulang Bawang Barat,1812,2025-10-13 14:56:16,2024,10532.42,213.44,800.43,4615.08,-16.94,-549.52,15594.89
Pesisir Barat,1813,2025-10-13 14:56:16,2024,4521.54,125.67,165.39,1333.25,-6.74,-0.87,6138.24
Kota Bandar Lampung,1871,2025-10-13 14:56:16,2024,49728.11,1503.83,12401.2,25210.9,58.88,-9049.93,79853
Kota Metro,1872,2025-10-13 14:56:16,2024,6290.89,180.39,1076.15,1756.86,-3.7,-820.1,8480.49
Bangka,1901,2025-10-13 14:56:16,2024,12563.91,133.92,1671.11,4424.8,-2.02,1211.78,20003.49
Belitung,1902,2025-10-13 14:56:16,2024,7696.3,108.43,1499.74,3640.69,-7.22,1213.3,14151.24
Bangka Barat,1903,2025-10-13 14:56:16,2024,9297.64,111.14,1135.58,3606.71,-8.67,5541.9,19684.3
Bangka Tengah,1904,2025-10-13 14:56:16,2024,8253.76,108.54,1420.19,3194.69,-0.32,-1161.76,11815.1
Bangka Selatan,1905,2025-10-13 14:56:16,2024,7628.49,92.21,999.59,3051.76,-3.8,260.73,12028.98
Belitung Timur,1906,2025-10-13 14:56:16,2024,5884.9,83.05,1342.87,3180.94,-6.82,488.38,10973.33
Kota Pangkal Pinang,1971,2025-10-13 14:56:16,2024,9285.12,189.12,2683.42,5703.3,-1.3,1079.91,18939.59
Karimun,2101,2025-10-13 14:56:16,2024,11677.93,195.36,1537.75,6842.47,113.81,-2036.42,18330.9
Bintan,2102,2025-10-13 14:56:16,2024,14863.96,37.41,2015.18,16691.34,116.53,-3358.69,30365.73
Natuna,2103,2025-10-13 14:56:16,2024,5306.18,16.14,2088.02,4466.71,17.24,10798.38,22692.67
Lingga,2104,2025-10-13 14:56:16,2024,3421.52,21.77,1177.2,2404.39,13.73,-1434.78,5603.83
Kepulauan Anambas,2105,2025-10-13 14:56:16,2024,3153.37,14.35,1693.31,4330.13,21.95,8792.02,18005.12
Kota Batam,2171,2025-10-13 14:56:16,2024,93482.55,531.28,3373.64,106240.8,1010.89,28408.61,233047.77
Kota Tanjung Pinang,2172,2025-10-13 14:56:16,2024,16142.57,101.07,4868.21,9679.7,83.28,-5853.3,25021.53
Kep. Seribu,3101,2025-10-13 14:56:16,2024,3673.46,1233.94,628.41,451.13,-101.56,2217.61,8102.98
Kota Jakarta Selatan,3171,2025-10-13 14:56:16,2024,557673.3,22589.4,157744.24,275612.5,931.75,-164254.17,850297.02
Kota Jakarta Timur,3172,2025-10-13 14:56:16,2024,558205.33,17168.39,25769.38,206278.25,1250.54,-178062.98,630608.92
Kota Jakarta Pusat,3173,2025-10-13 14:56:16,2024,216006.41,11098.46,236439.26,247372.63,1291.9,210652.38,922861.05
Kota Jakarta Barat,3174,2025-10-13 14:56:16,2024,527160.32,14440.26,20981.7,267633.81,1451.37,-203797.85,627869.62
Kota Jakarta Utara,3175,2025-10-13 14:56:16,2024,420529.68,19770.1,21552.79,269196.76,1210.51,-62080.73,670179.09
Bogor,3201,2025-10-13 14:56:16,2024,207868.54,2040.22,8643.8,66488.05,-660.84,27333.4,311713.18
Sukabumi,3202,2025-10-13 14:56:16,2024,58021.17,493.21,4241.07,25667.24,65.38,-345.72,88142.36
Cianjur,3203,2025-10-13 14:56:16,2024,47687.76,164.35,3676.52,16302.22,216.59,-3643.93,64403.51
Bandung,3204,2025-10-13 14:56:16,2024,132367.34,905.8,6209.62,31545.8,-268.59,-5150.59,165609.36
Garut,3205,2025-10-13 14:56:16,2024,61721.48,455.84,4903.37,19920.41,-123.16,-8052.8,78825.14
Tasikmalaya,3206,2025-10-13 14:56:16,2024,41273.08,817.71,4013.47,9838.27,32.35,-6191.75,49783.14
Ciamis,3207,2025-10-13 14:56:16,2024,30054.06,542.56,3320.26,10016.24,31.35,-727.63,43236.85
Kuningan,3208,2025-10-13 14:56:16,2024,28522.66,852.13,3597.3,8030.97,28.77,-5496.06,35535.77
Cirebon,3209,2025-10-13 14:56:16,2024,60439.48,1373.53,3824.95,17324.56,376.82,-16143.32,67196.03
Majalengka,3210,2025-10-13 14:56:16,2024,30480.95,264.15,3287.91,15055.83,110.88,-2896.83,46302.88
Sumedang,3211,2025-10-13 14:56:16,2024,31816.75,759.32,3530.53,10288.97,163.13,569.45,47128.14
Indramayu,3212,2025-10-13 14:56:16,2024,44915.16,327.09,3915.05,18102.08,-248.13,38577.66,105588.91
Subang,3213,2025-10-13 14:56:16,2024,36991.59,418.53,4225.18,15412.84,152.13,-2254.16,54946.11
Purwakarta,3214,2025-10-13 14:56:16,2024,46534.55,348.55,3055.05,20594.74,52.53,17669.12,88254.55
Karawang,3215,2025-10-13 14:56:16,2024,119627.54,631.24,5438.12,68401.65,134.25,115610.05,309842.85
Bekasi,3216,2025-10-13 14:56:16,2024,173867.06,756.54,5961.69,92268.68,-41.03,148510.6,421323.53
Bandung Barat,3217,2025-10-13 14:56:16,2024,41370.11,612.28,3514.89,12639.69,63.27,3036.1,61236.34
Pangandaran,3218,2025-10-13 14:56:16,2024,8376,125.28,1140.62,3429.79,29.65,2373.23,15474.58
Kota Bogor,3271,2025-10-13 14:56:16,2024,61788.67,1090.26,5607.49,21076.37,23.68,-28534.78,61051.67
Kota Sukabumi,3272,2025-10-13 14:56:16,2024,13442.88,753.07,1686.49,2614.2,-19.5,-2106.76,16370.38
Kota Bandung,3273,2025-10-13 14:56:16,2024,228942.72,2548.32,37638.48,90589.16,884.45,11242.49,371845.62
Kota Cirebon,3274,2025-10-13 14:56:16,2024,17325.29,600.26,2883.56,7695.05,-414.71,2450.73,30540.17
Kota Bekasi,3275,2025-10-13 14:56:16,2024,139468.79,441.63,5362.61,45015.34,655.8,-61592.27,129351.9
Kota Depok,3276,2025-10-13 14:56:16,2024,119443.08,1081.16,3113.88,50006.95,33.22,-79528.74,94149.54
Kota Cimahi,3277,2025-10-13 14:56:16,2024,30920.71,106.6,2173.39,14338,41.52,-4157.63,43422.59
Kota Tasikmalaya,3278,2025-10-13 14:56:16,2024,21301.86,705.9,2778.19,9075.99,47.54,-4296.71,29612.77
Kota Banjar,3279,2025-10-13 14:56:16,2024,4857.28,118.52,1349.77,1817.89,9.32,-2603.53,5549.26
Cilacap,3301,2025-10-13 14:56:16,2024,59853.11,897.76,3856.32,30032.97,408.44,40942.25,135990.85
Banyumas,3302,2025-10-13 14:56:16,2024,47571.61,994.25,5180.92,26259.94,221.55,-6065.35,74162.92
Purbalingga,3303,2025-10-13 14:56:16,2024,23961.84,588.33,1892.95,6796.51,860.19,-742.49,33357.33
Banjarnegara,3304,2025-10-13 14:56:16,2024,22804.41,654,2015.47,6277.33,64.93,-2584.91,29231.22
Kebumen,3305,2025-10-13 14:56:16,2024,28468.19,753.98,2925.21,7142.9,746.51,-1431.33,38605.46
Purworejo,3306,2025-10-13 14:56:16,2024,19594.08,549.71,2139.49,6483.47,250.67,-4216.5,24800.93
Wonosobo,3307,2025-10-13 14:56:16,2024,19563.39,562.29,1707.38,4761.25,256.52,-1822.66,25028.17
Magelang,3308,2025-10-13 14:56:16,2024,30639.25,999.18,2853.45,12040.51,450.16,-3246.55,43736
Boyolali,3309,2025-10-13 14:56:16,2024,33805.73,821.24,2564.66,9564.31,365.43,-1267.94,45853.42
Klaten,3310,2025-10-13 14:56:16,2024,41451.92,991.09,3101.17,12736.22,277.34,-3308.29,55249.45
Sukoharjo,3311,2025-10-13 14:56:16,2024,33683.08,696.84,2186.59,11209.88,110.06,2100.58,49987.03
Wonogiri,3312,2025-10-13 14:56:16,2024,28414.58,1003.26,2585.32,8079.64,134.98,-455.85,39761.92
Karanganyar,3313,2025-10-13 14:56:16,2024,34892.65,812.75,2226.26,11698.47,746.7,954.66,51331.5
Sragen,3314,2025-10-13 14:56:16,2024,36477.59,752.56,2742.2,12201.09,700.15,-439.87,52433.72
Grobogan,3315,2025-10-13 14:56:16,2024,30970.73,792.6,2639.34,6303.14,49.64,-3249.67,37505.78
Blora,3316,2025-10-13 14:56:16,2024,23164.65,549.75,2414.38,3977.28,99.99,3025.2,33231.25
Rembang,3317,2025-10-13 14:56:16,2024,19076.78,455.24,1781.01,5812.95,769.17,-2100.85,25794.3
Pati,3318,2025-10-13 14:56:16,2024,42228.33,839.94,3202.07,13273.73,438.36,-967.8,59014.63
Kudus,3319,2025-10-13 14:56:16,2024,38781.33,530.02,2450.41,18457.5,910.84,67481.74,128611.84
Jepara,3320,2025-10-13 14:56:16,2024,35092.1,807.89,2656.4,15559.89,194.94,-13747.01,40564.22
Demak,3321,2025-10-13 14:56:16,2024,27788.78,688.12,2628.25,10274.9,246.24,-6167.51,35458.78
Semarang,3322,2025-10-13 14:56:16,2024,39513.33,817.77,3776.79,26563.82,467.82,-5554.68,65584.85
Temanggung,3323,2025-10-13 14:56:16,2024,20835.61,597.42,1786.37,4869.81,855.06,-20.66,28923.6
Kendal,3324,2025-10-13 14:56:16,2024,34157.27,686.4,2368.75,15768.1,426.35,5430.11,58836.99
Batang,3325,2025-10-13 14:56:16,2024,20999.53,543.72,1768.6,8226.98,485.05,-1634.41,30389.48
Pekalongan,3326,2025-10-13 14:56:16,2024,23032.76,628.47,2123,7684.36,429.66,-3674.69,30223.56
Pemalang,3327,2025-10-13 14:56:16,2024,27810.72,735.26,2436.29,4565.57,113.86,-772.48,34889.22
Tegal,3328,2025-10-13 14:56:16,2024,39150.44,818.79,2641.15,11006.95,146.06,-6042.1,47721.31
Brebes,3329,2025-10-13 14:56:16,2024,47978.22,1008.94,3127.17,7804.2,154.84,1972.12,62045.49
Kota Magelang,3371,2025-10-13 14:56:16,2024,6637.72,188.34,1792.83,5663.96,97.34,-2558.25,11821.94
Kota Surakarta,3372,2025-10-13 14:56:16,2024,33416.81,434.58,5150.95,39778.7,235.37,-14315.45,64700.97
Kota Salatiga,3373,2025-10-13 14:56:16,2024,11412.78,202.48,1484.97,7672.15,125.97,-2819.08,18079.27
Kota Semarang,3374,2025-10-13 14:56:16,2024,109537.64,2312.3,26887.13,162051.08,362.76,-33599.57,267551.35
Kota Pekalongan,3375,2025-10-13 14:56:16,2024,9701.22,222.52,1170.83,5780.82,41.14,-2149.59,14766.95
Kota Tegal,3376,2025-10-13 14:56:16,2024,10647.39,193.16,1514.23,9056.06,70.32,-820.64,20660.52
Kulon Progo,3401,2025-10-13 14:56:16,2024,9620.51,550.85,2341.84,8835.51,57.21,-4494.34,16911.59
Bantul,3402,2025-10-13 14:56:16,2024,25746.19,1221.62,4427.13,9748.84,218.28,-4883.35,36478.72
Gunung Kidul,3403,2025-10-13 14:56:16,2024,17643.98,353.82,3873.69,8305.38,252.62,-3724.17,26705.33
Sleman,3404,2025-10-13 14:56:16,2024,39720.55,1400.93,8371.32,26654.42,152.33,-12616.35,63683.2
Kota Yogyakarta,3471,2025-10-13 14:56:16,2024,27122.56,2763.4,9102.15,12099.31,507.38,-2204.92,49389.88
Pacitan,3501,2025-10-13 14:56:16,2024,16044.78,485.32,1657.53,8761.99,25.07,-6318.12,20656.58
Ponorogo,3502,2025-10-13 14:56:16,2024,19681.32,708.11,2263.66,7437.41,17.92,-3061.33,27047.08
Trenggalek,3503,2025-10-13 14:56:16,2024,17788.05,1047.99,2065.42,4613.9,9.45,-1160.07,24364.74
Tulungagung,3504,2025-10-13 14:56:16,2024,36389.96,923.58,2836.54,14425.52,34.93,-3363.88,51246.65
Blitar,3505,2025-10-13 14:56:16,2024,33561.54,1111.33,2968.72,12981.2,24.03,-2867.62,47779.19
Kediri,3506,2025-10-13 14:56:16,2024,40105.73,1411.78,3143.01,17869.35,275.23,-8155.43,54649.67
Malang,3507,2025-10-13 14:56:16,2024,90904,3777.23,4526.74,44056.68,109.95,-4951.44,138423.17
Lumajang,3508,2025-10-13 14:56:16,2024,30513.92,541.97,2000.74,9097.64,815.9,89.29,43059.45
Jember,3509,2025-10-13 14:56:16,2024,72099.07,1983.22,3887,19083.62,1994.64,3710.16,102757.71
Banyuwangi,3510,2025-10-13 14:56:16,2024,71882.2,1788.99,5897.43,34123.39,295.75,-5065.17,108922.59
Bondowoso,3511,2025-10-13 14:56:16,2024,20438.02,517.77,1917.84,6939.1,153.26,-3422.93,26543.06
Situbondo,3512,2025-10-13 14:56:16,2024,19521.04,389.38,2182.14,5985.74,101.51,-1078.19,27101.63
Probolinggo,3513,2025-10-13 14:56:16,2024,32212,539.96,2271.51,12194.52,106.78,-1649.62,45675.15
Pasuruan,3514,2025-10-13 14:56:16,2024,122125.98,1542.14,3123.37,60796.65,1075.1,13001.89,201665.14
Sidoarjo,3515,2025-10-13 14:56:16,2024,160151.15,3651.73,15489.31,86047.77,1452.41,30094.74,296887.11
Mojokerto,3516,2025-10-13 14:56:16,2024,62997.52,1470.37,2362.15,30323.12,937.63,15038.91,113129.71
Jombang,3517,2025-10-13 14:56:16,2024,40536.72,1545.8,3019.28,16592.95,596.05,-8391.88,53898.91
Nganjuk,3518,2025-10-13 14:56:16,2024,26481.86,594.95,2402.75,10397.06,595.28,-4201.33,36270.56
Madiun,3519,2025-10-13 14:56:16,2024,18677.03,524.73,1863.06,8356.79,248.03,-4121.08,25548.56
Magetan,3520,2025-10-13 14:56:16,2024,18909.62,310.53,1996.88,5681.73,76.81,-2398.26,24577.3
Ngawi,3521,2025-10-13 14:56:16,2024,19413.5,312.93,2147.11,5717.48,44.71,-1690.9,25944.84
Bojonegoro,3522,2025-10-13 14:56:16,2024,44793.37,378.18,2792.11,21648.38,199.91,31982.13,101794.09
Tuban,3523,2025-10-13 14:56:16,2024,47228.23,757.74,2996.35,31912.68,363.62,3852.37,87110.99
Lamongan,3524,2025-10-13 14:56:16,2024,38491.86,1405.57,2839.17,16095.89,119.58,-6875.18,52076.88
Gresik,3525,2025-10-13 14:56:16,2024,115564.31,1442.29,3603.49,44480.9,4540.17,18973.35,188604.51
Bangkalan,3526,2025-10-13 14:56:16,2024,22353.35,356.76,1998.73,9926.87,399.69,-6296.61,28738.77
Sampang,3527,2025-10-13 14:56:16,2024,17587.56,445.59,1927.84,7210.08,5.36,-2294.64,24881.79
Pamekasan,3528,2025-10-13 14:56:16,2024,15946.82,354.49,2066.89,6814.64,143.48,-2834.13,22492.18
Sumenep,3529,2025-10-13 14:56:16,2024,32861.58,450.95,2624.56,11376.87,2.14,-2093.82,45222.29
Kota Kediri,3571,2025-10-13 14:56:16,2024,31241.3,385.32,1699.07,27198.56,2645.9,105578.76,168748.92
Kota Blitar,3572,2025-10-13 14:56:16,2024,6148.78,109.2,1610.66,1767.47,2.45,-450.86,9187.7
Kota Malang,3573,2025-10-13 14:56:16,2024,68619.91,584.4,2491.1,35493.33,716.77,-7788.63,100116.87
Kota Probolinggo,3574,2025-10-13 14:56:16,2024,11184.7,270.92,1256.44,2621.67,16.48,24.78,15374.98
Kota Pasuruan,3575,2025-10-13 14:56:16,2024,8022.11,331.11,1096.21,2266.76,2.11,-510.13,11208.17
Kota Mojokerto,3576,2025-10-13 14:56:16,2024,6450.49,86.01,1135.98,2846.42,0.37,-1906.94,8612.33
Kota Madiun,3577,2025-10-13 14:56:16,2024,13505.93,243.15,1283.5,4040.9,245.11,-665.4,18653.19
Kota Surabaya,3578,2025-10-13 14:56:16,2024,465340.08,7190.38,24451.93,207295.9,5336.86,62878.46,772493.61
Kota Batu,3579,2025-10-13 14:56:16,2024,14731.79,575.08,1393.09,6734.34,0.91,-1280.9,22154.31
Pandeglang,3601,2025-10-13 14:56:16,2024,24688.48,620.63,2870.1,3133.09,10.05,4582.33,35904.68
Lebak,3602,2025-10-13 14:56:16,2024,28171.41,743.77,2986.6,2290.76,1.38,3437.56,37631.48
Tangerang,3603,2025-10-13 14:56:16,2024,97947.13,951.44,6914.43,50185.96,240.86,29864.32,186104.15
Serang,3604,2025-10-13 14:56:16,2024,55213.37,646.22,2759.29,38556.56,1.23,4943.7,102120.37
Kota Tangerang,3671,2025-10-13 14:56:16,2024,127522.13,593.56,4518.33,75845.75,10.86,16300.16,224790.81
Kota Cilegon,3672,2025-10-13 14:56:16,2024,28486.33,95.48,2140.27,64001.68,335.43,42930.11,137989.3
Kota Serang,3673,2025-10-13 14:56:16,2024,29199.91,158.27,12620.57,15619.09,227.4,-14836.84,42988.41
Kota Tangerang Selatan,3674,2025-10-13 14:56:16,2024,78213.5,229.48,1741.53,48628.9,-655.68,-15943.74,112213.99
Jembrana,5101,2025-10-13 14:56:16,2024,9439.19,399,1683.2,4094.44,17.21,1211.97,16845.01
Tabanan,5102,2025-10-13 14:56:16,2024,16801.04,635.28,2566.18,5179.58,9.59,2458.13,27649.8
Badung,5103,2025-10-13 14:56:16,2024,32532.29,585.15,5415.3,23779.97,54.74,12730.75,75098.2
Gianyar,5104,2025-10-13 14:56:16,2024,18564.49,456.34,2300.74,10912.68,14.79,797.57,33046.6
Klungkung,5105,2025-10-13 14:56:16,2024,6105.04,227.83,1499.62,3233.59,7.18,-57.77,11015.49
Bangli,5106,2025-10-13 14:56:16,2024,5439.54,210.99,1397.57,3053.31,7.06,-1642.86,8465.6
Karangasem,5107,2025-10-13 14:56:16,2024,12862.51,591.53,1989.15,2833.91,15.08,1918.15,20210.33
Buleleng,5108,2025-10-13 14:56:16,2024,23255.96,1093.8,3858.64,9790.36,10.15,3378.84,41387.75
Kota Denpasar,5171,2025-10-13 14:56:16,2024,33105.8,1482.37,9773.89,20511.99,56.11,370.05,65300.21
Lombok Barat,5201,2025-10-13 14:56:16,2024,14211.13,447.29,2756.84,6762.64,16.41,-5034.33,19159.98
Lombok Tengah,5202,2025-10-13 14:56:16,2024,15857.29,299.86,2821.18,11029.88,8.23,-7411.57,22604.87
Lombok Timur,5203,2025-10-13 14:56:16,2024,19128.7,883.95,3708.27,9658.47,41.59,-7128.3,26292.68
Sumbawa,5204,2025-10-13 14:56:16,2024,12894.4,290.69,2393.49,7517.89,30.94,-4609.97,18517.44
Dompu,5205,2025-10-13 14:56:16,2024,6067.78,154.76,2057.32,3560.9,11.99,-2788.71,9064.03
Bima,5206,2025-10-13 14:56:16,2024,9961.94,249.77,2671.42,5552.32,27.62,-3706.3,14756.77
Sumbawa Barat,5207,2025-10-13 14:56:16,2024,4447.88,192.54,1669.66,7069.86,1470.67,21714.26,36564.87
Lombok Utara,5208,2025-10-13 14:56:16,2024,4420.07,91.07,1510.35,2343.8,12.45,-2395.02,5982.72
Kota Mataram,5271,2025-10-13 14:56:16,2024,14881.83,373.99,3597.21,8965.72,24.94,-3643.35,24200.34
Kota Bima,5272,2025-10-13 14:56:16,2024,3391.74,115.58,1703.65,1783.9,0.24,-1681.47,5313.65
Sumba Barat,5301,2025-10-13 14:56:16,2024,2146.15,105.24,939.34,1074.13,63.43,-1323.13,3005.18
Sumba Timur,5302,2025-10-13 14:56:16,2024,4448.43,294.84,1707.32,3140.24,77.1,-1867.86,7800.07
Kupang,5303,2025-10-13 14:56:16,2024,4900.14,297.42,2064.3,3520.04,4.29,-918.25,9867.94
Timor Tengah Selatan,5304,2025-10-13 14:56:16,2024,7029.17,228.82,1601.62,3353.22,94.55,-2064.14,10243.24
Timor Tengah Utara,5305,2025-10-13 14:56:16,2024,3598.15,215.23,924.01,2358.06,80.25,-2020.19,5155.51
Belu,5306,2025-10-13 14:56:16,2024,3888.35,128.78,1254.58,2234.98,115.37,-1690.84,5931.22
Alor,5307,2025-10-13 14:56:16,2024,2861.63,130.07,1404.39,1717.13,33.35,-2138.88,4007.68
Lembata,5308,2025-10-13 14:56:16,2024,1683.4,80.21,928.37,627.71,11.97,-1076.91,2254.76
Flores Timur,5309,2025-10-13 14:56:16,2024,4762.54,253.56,1484.98,1633.6,21.38,-1710.54,6445.52
Sikka,5310,2025-10-13 14:56:16,2024,4983.41,219.68,1366.65,2865.54,36.66,-2716.35,6755.6
Ende,5311,2025-10-13 14:56:16,2024,5011.3,212.84,1399.12,4071.92,65.78,-2875.49,7885.46
Ngada,5312,2025-10-13 14:56:16,2024,2803.71,147.42,867.38,1205.04,150.61,-704.94,4469.22
Manggarai,5313,2025-10-13 14:56:16,2024,3836.91,284.11,1412.68,2518.24,61.71,-2169.85,5943.8
Rote Ndao,5314,2025-10-13 14:56:16,2024,2329.96,160.8,1064.56,1280.04,60.67,-979.9,3916.13
Manggarai Barat,5315,2025-10-13 14:56:16,2024,3860.43,87.71,1107.44,2885.4,28.04,-3374.74,4594.28
Sumba Tengah,5316,2025-10-13 14:56:16,2024,1077.12,62.13,647.39,642.95,24.84,-927.25,1527.18
Sumba Barat Daya,5317,2025-10-13 14:56:16,2024,3709.19,231.87,1043.12,1457.52,24.42,-1536.27,4929.85
Nagekeo,5318,2025-10-13 14:56:16,2024,2108.26,224.87,1132.76,977.37,37.09,-1609.93,2870.42
Manggarai Timur,5319,2025-10-13 14:56:16,2024,3035.53,67,1189.3,1518.76,29.03,-1570.66,4268.95
Sabu Raijua,5320,2025-10-13 14:56:16,2024,1021.32,61.3,457.81,708.8,0,-516.61,1732.61
Malaka,5321,2025-10-13 14:56:16,2024,2807.76,92.08,1096.74,1849.88,40.65,-2117.31,3769.8
Kota Kupang,5371,2025-10-13 14:56:16,2024,21086.15,1410.09,5201.89,19348.88,172.92,-16446.53,30773.41
Sambas,6101,2025-10-13 14:56:16,2024,14780.98,323.82,2458.62,7245.63,70.81,3681.11,28560.99
Bengkayang,6102,2025-10-13 14:56:16,2024,6624.14,235.72,1548.36,3965.73,365.53,-501.55,12237.93
Landak,6103,2025-10-13 14:56:16,2024,8164.68,217.81,2163.15,3945.57,554.63,-78.82,14967.02
Mempawah,6104,2025-10-13 14:56:16,2024,6801.83,45.91,2060.52,5449.75,11.47,-1856.89,12512.59
Sanggau,6105,2025-10-13 14:56:16,2024,14747.62,347.71,2554.22,9710.47,742.47,-1578.75,26523.74
Ketapang,6106,2025-10-13 14:56:16,2024,15337.24,300.44,2687.35,14436.98,81.06,6274.12,39117.19
Sintang,6107,2025-10-13 14:56:16,2024,10238.79,258.92,2617.99,7206.38,406.94,-244.37,20484.66
Kapuas Hulu,6108,2025-10-13 14:56:16,2024,7775.21,53.16,2311.09,4270.45,220.49,-288.62,14341.78
Sekadau,6109,2025-10-13 14:56:16,2024,4998.09,118.67,1296.31,2935.71,137.26,-54.06,9431.98
Melawi,6110,2025-10-13 14:56:16,2024,4380.07,109.18,1611.22,2095.95,28.31,-990.59,7234.13
