KabKota,SImdasi ID,Timestamp,Tahun,"A Pertanian, Kehutanan, dan Perikanan",B Pertambangan dan Penggalian,C Industri Pengolahan,D Pengadaan Listrik dan Gas,"E Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",F Konstruksi,G Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,H Transportasi dan Pergudangan,I Penyediaan Akomodasi dan Makan Minum,J Informasi dan Komunikasi,K Jasa Keuangan dan Asuransi,L Real Estat,"M,N Jasa Perusahaan","O Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",P Jasa Pendidikan,Q Jasa Kesehatan dan Kegiatan Sosial,"R,S,T,U Jasa Lainnya",Produk Domestik Bruto
Aceh Singkil,1102000,2020-03-03 9:42:35,2019,688.64,27.96,113.78,4.59,1.2,258.94,296.43,140.8,32.79,84.91,57.72,77.85,15.48,393.95,72.51,99.11,28.74,2395.41
Aceh Selatan,1103000,2020-03-03 9:42:35,2019,1380.45,157.24,170.57,4.46,1.27,906.23,854.6,270.95,28.77,247.75,128.07,218.28,30.91,723.77,183.32,94.85,77.95,5479.43
Aceh Tenggara,1104000,2020-03-03 9:42:35,2019,1932.72,43.83,76.46,5.36,0.82,306.33,728.78,210.78,35.9,77.33,154.19,195.98,20.19,682.51,145.01,194.02,96.69,4906.92
Aceh Timur,1105000,2020-03-03 9:42:35,2019,4527.18,419.83,336.07,12.78,3.94,794.72,975.53,523.9,129.13,245.32,202.19,436.3,28.16,1001.78,208.19,295.2,140.58,10280.8
Aceh Tengah,1106000,2020-03-03 9:42:35,2019,3174.87,71.03,134.71,6.51,3.3,958.32,998.25,263.97,136.79,187.2,167.02,228.02,38.94,694.93,143.29,171.85,93.43,7472.45
Aceh Barat,1107000,2020-03-03 9:42:35,2019,2448.65,771.76,146.28,10.42,2.5,919.95,1279.24,414.22,106.43,204.34,185.93,244.28,33.78,747.73,186.64,215.68,46.55,7964.35
Aceh Besar,1108000,2020-03-03 9:42:35,2019,3132.48,589.2,319.82,10.53,7.08,1963.76,2290.79,1723.72,240.29,505.63,179.22,800.31,42.34,818.09,215.37,243.83,158.81,13241.27
Pidie,1109000,2020-03-03 9:42:35,2019,4215.66,281.03,310.29,12.32,1.53,705.04,1599,576.08,144.06,208.89,160.48,389.43,62.11,1135.8,249.64,323.9,173.96,10549.23
Bireuen,1110000,2020-03-03 9:42:35,2019,4267.36,265.02,201.45,9.6,8.67,1210.23,2892.96,1004.72,160.51,285.85,161.1,420.64,42.8,1171.23,250.3,345.46,188.96,12886.85
Aceh Utara,1111000,2020-03-03 9:42:35,2019,6714.77,3476.58,1714.52,18.15,5.48,1113.9,2428.47,982.37,116.22,309.22,337.26,580.01,59.99,701.86,396.37,489.38,230.39,19674.95
Aceh Barat Daya,1112000,2020-03-03 9:42:35,2019,1128.71,44.92,104.24,4.11,0.29,623.59,673.44,228.92,35.69,85.7,88.21,115.35,12.14,361.32,103.02,126.73,117.94,3854.32
Gayo Lues,1113000,2020-03-03 9:42:35,2019,997.96,33.78,280.56,2.13,0.83,261.77,295.5,53.33,33.89,30.19,34.06,87.19,4.66,299.99,79.43,102.56,10.9,2608.73
Aceh Tamiang,1114000,2020-03-03 9:42:35,2019,3000.35,815.96,453.84,6.86,4.11,441.55,796.3,279.86,105.93,235.36,99.75,313.2,25.66,318.92,154.54,201.75,131.4,7385.34
Nagan Raya,1115000,2020-03-03 9:42:35,2019,3363.56,618.69,275.06,6.2,0.76,781.99,847.87,266.74,31.83,154.24,112.52,186.7,19.69,415.15,150.24,141.57,38.89,7411.69
Aceh Jaya,1116000,2020-03-03 9:42:35,2019,806.95,69.23,91.92,3.31,0.48,412.54,269.79,219.2,23.77,62.9,15.49,101.38,3.03,338.54,87.13,55.75,13.72,2575.14
Bener Meriah,1117000,2020-03-03 9:42:35,2019,2157.47,30.92,100.02,4.16,1.13,686.92,313.4,229.48,21.93,53.97,112.25,88.24,11.01,382.39,86.58,93.83,49.4,4423.11
Pidie Jaya,1118000,2020-03-03 9:42:35,2019,1567.69,44.59,109.01,4.04,0.64,259.77,386.95,141.27,36.49,82.86,31.11,140.16,9.9,411.85,129.37,73.38,20.77,3449.87
Kota Banda Aceh,1171000,2020-03-03 9:42:35,2019,219.59,,391.65,68.62,29.67,1123.55,3877.08,1688.94,832.59,910.23,608.61,1585.13,465.43,4280.95,1382.48,724.41,380.13,18569.08
Kota Sabang,1172000,2020-03-03 9:42:35,2019,95.81,10.52,34.75,2.5,3.08,529.47,223.11,49.29,53.14,25.66,36.35,52.29,3.41,236.08,63.64,86.64,25.84,1531.59
Kota Langsa,1173000,2020-03-03 9:42:35,2019,423.22,19.38,473.49,5.39,2.95,532.27,1577.56,367.86,180.46,268.08,161.05,223.34,50.09,440.18,115.12,263.74,132.02,5236.22
Kota Lhokseumawe,1174000,2020-03-03 9:42:35,2019,833.99,32.95,1671.24,15.31,1.39,1306.49,1949.92,926.85,176.38,279.51,265.46,416.93,89.59,387.56,135.48,291.55,117.77,8898.38
Kota Subulussalam,1175000,2020-03-03 9:42:35,2019,372,28.52,241.51,1.59,0.29,276.38,332.66,93.74,17.3,46.43,38.43,64.49,5.56,121.95,43.91,31.12,11.05,1726.92
Nias,1201000,2020-03-03 9:42:35,2019,1807.38,340.62,8.17,3.47,,454.01,336.33,61.74,68.92,8.72,55.66,80.12,3.15,507.79,52.47,28.89,7.43,3824.85
Mandailing Natal,1202000,2020-03-03 9:42:35,2019,5819.71,83.43,1550.42,9.51,2.79,1839.81,1968.61,260.4,100.86,89.12,180.66,351.53,13.51,1001.95,160.91,107.04,4.48,13544.74
Tapanuli Selatan,1203000,2020-03-03 9:42:35,2019,5468.75,2086.91,938,7.03,11.97,1669.78,1639.7,230.94,206.54,73.38,116.73,295.07,8.2,962.11,97.19,114.55,5.49,13932.34
Tapanuli Tengah,1204000,2020-03-03 9:42:35,2019,4512.63,26.28,1127.03,56.87,12.13,1192.6,1229.06,276.47,147.23,60.42,97.04,201.85,32.26,843.75,98.21,33.79,9.18,9956.78
Tapanuli Utara,1205000,2020-03-03 9:42:35,2019,3389.84,5.35,175.94,7.22,7.77,1138.79,1204.11,403.18,200.94,61.14,128.63,190.55,23.29,758.52,125.49,57.6,10.71,7889.05
Toba Samosir,1206000,2020-03-03 9:42:35,2019,2367.09,20.62,834.33,4.97,3.36,1066.6,1391.41,245.9,215.35,84.82,120.12,221.45,69.51,753.44,196.09,68.12,12.21,7675.39
Labuhan Batu,1207000,2020-03-03 9:42:35,2019,7914.23,221.55,11693.16,18.87,10.65,3046.83,6054.3,611.47,508.96,229.05,396.62,958.36,60.3,1087.59,601.78,158.94,37.77,33610.43
Asahan,1208000,2020-03-03 9:42:35,2019,13282.53,78.01,8592.76,26.34,22.72,2726.36,7565.37,1350.21,318.46,146.23,567.48,686.28,18.09,1295.23,286.17,249.06,229.12,37440.41
Simalungun,1209000,2020-03-03 9:42:35,2019,18523.06,88.26,4565.8,26.04,32.56,4037.56,6389.22,651.47,355.38,204.44,422.88,357.1,35.56,1756.54,412.33,154.14,45.08,38057.43
Dairi,1210000,2020-03-03 9:42:35,2019,3875.85,6.43,35.79,6.99,7.13,1275.12,1577.45,381.23,266.93,85.6,198.66,255.62,6.12,945.44,176.94,63.09,2.02,9166.42
Karo,1211000,2020-03-03 9:42:35,2019,10964.8,46.15,763.53,14.55,17.43,1569.1,2212.37,948.56,540.5,156.34,284.02,713.56,42.83,1254.02,500.37,270.65,285.93,20584.73
Deli Serdang,1212000,2020-03-03 9:42:35,2019,11020.53,774.91,33813.08,131.38,47.1,17594.63,18838.6,9802.16,3011.95,1242.53,2804.81,4551.13,524.97,2160.44,1644.64,1055.27,316.01,109334.14
Langkat,1213000,2020-03-03 9:42:35,2019,16471.77,4055.45,6711.51,85.4,15.24,3242.94,4799.03,1032.35,996.37,443.86,847.05,1299.59,255.26,1454.44,488.62,221.21,95.1,42515.18
Nias Selatan,1214000,2020-03-03 9:42:35,2019,3044.02,382.6,11.32,3.5,2.31,1017.53,586.85,267.27,152.24,47.53,93.14,357.54,2.22,661.3,171.26,52.88,7.98,6861.48
Humbang Hasundutan,1215000,2020-03-03 9:42:35,2019,2583.32,36.18,91,4.23,4.02,872.44,922.96,146.78,201.04,49.17,69.88,185.66,8.08,669.39,58.19,39.53,9.4,5951.26
Pakpak Bharat,1216000,2020-03-03 9:42:35,2019,641.96,0.51,2.17,2.36,0.79,128.83,143.43,25.27,29.64,7.75,10.56,18.45,0.24,146.46,14.57,4.96,0.27,1178.22
Samosir,1217000,2020-03-03 9:42:35,2019,2240.67,27.92,22.83,2.13,2.25,506.8,482.46,158.11,236.94,33.67,39.55,97.19,5.01,508.57,40.36,26.67,3.59,4434.72
Serdang Bedagai,1218000,2020-03-03 9:42:35,2019,10650.95,253.24,5294.07,22.15,3.7,3059.91,4539.71,259.28,833.6,145.29,149.53,817.91,159.03,940.17,387.58,276.94,166.4,27959.44
Batu Bara,1219000,2020-03-03 9:42:35,2019,6394.84,48.04,15785.8,16.71,10.93,2530.92,5953.18,1200.58,418.74,156.35,102.13,439.63,37.13,667.47,145.27,106.68,33.46,34047.85
Padang Lawas Utara,1220000,2020-03-03 9:42:35,2019,4154.89,37.64,2293.34,20.18,5.71,1776.53,1489.88,275.43,123.22,59.32,96.74,584.55,7.82,540.82,85.06,63.97,4.63,11619.73
Padang Lawas,1221000,2020-03-03 9:42:35,2019,5249.98,61.12,1969.8,22.14,,1953.26,815.02,147.44,123.79,66.68,93.75,422.38,6.63,335.85,43.45,56.51,4.19,11371.99
Labuhan Batu Selatan,1222000,2020-03-03 9:42:35,2019,6915.15,88.25,11884.8,13.76,5.49,1985.05,3894.5,292.75,254.68,109.68,241.14,708.53,40.98,445.23,131.25,95.18,25.9,27132.3
Labuhan Batu Utara,1223000,2020-03-03 9:42:35,2019,8095.69,171.34,7168.15,18.26,4.45,1899.2,4319.25,313.8,273.09,97.4,196.64,868.42,45.41,598.14,160.92,113.56,34.62,24378.34
Nias Utara,1224000,2020-03-03 9:42:35,2019,1805.25,209.67,8.23,4.78,1.81,357.55,386.97,65.58,96.15,13,63.7,108.93,1.87,284.14,67.61,30.48,10.27,3515.98
Nias Barat,1225000,2020-03-03 9:42:35,2019,968.49,60.09,4.6,2.11,,182.13,226.2,29.45,30.72,7.71,33.71,48.91,1.77,168.89,33.81,12.98,5.27,1816.85
Kota Sibolga,1271000,2020-03-03 9:42:36,2019,1119.82,0.13,252.78,5.23,16.07,699.85,1410.57,498.89,279.14,63.85,134.58,264.23,30.38,438.32,228.17,70.86,18.67,5531.54
Kota Tanjung Balai,1272000,2020-03-03 9:42:36,2019,1469.72,166.23,1678.81,60.08,14.83,1443.99,2014.74,509.48,192.93,75.03,153.65,287.5,26.74,557.48,124.34,74.53,101.39,8951.45
Kota Pematang Siantar,1273000,2020-03-03 9:42:36,2019,219.24,1.3,3014.93,42.23,41.02,1497.31,3480.43,1002.44,821.28,224.9,541.38,1011.9,131.9,761.58,899.83,157.57,84.01,13933.25
Kota Tebing Tinggi,1274000,2020-03-03 9:42:36,2019,74.27,8.1,726.29,8.3,13.77,885.21,1404.95,470.83,245.26,113.32,293.24,491.46,26.57,671.4,369.61,68.66,52.97,5924.2
Kota Medan,1275000,2020-03-03 9:42:36,2019,2692.14,2.38,34414.46,221.61,457.86,46722.92,61710.08,15395.34,7351.23,12442.79,14668.09,21459.98,6463.39,4380.48,6150.11,4119.5,2830,241482.35
Kota Binjai,1276000,2020-03-03 9:42:36,2019,344.89,333.85,1296.32,12.98,13.64,1479.82,3407.06,932.5,638.29,288.34,383.67,913.23,101.46,828.38,534.8,127.8,63.06,11700.1
Kota Padangsidimpuan,1277000,2020-03-03 9:42:36,2019,661.41,28.54,257.86,9.84,12.27,784.08,1446.12,457.21,416.87,157.13,363.52,306.03,35.17,644.63,670.17,87.96,34.31,6373.13
Kota Gunungsitoli,1278000,2020-03-03 9:42:36,2019,805.18,155.51,9.78,4.99,6.02,1202.95,1405.41,482.12,217.77,89.63,178.25,292.98,17.75,303.94,279.08,43.05,19.51,5513.92
Kepulauan Mentawai,1301000,2020-03-03 9:42:36,2019,2168.52,75.4,108.79,1.47,0.18,608.16,594.88,547.78,37.17,41.84,5.46,42.12,1.99,308.56,53.08,28.28,41.44,4665.09
Pesisir Selatan,1302000,2020-03-03 9:42:36,2019,5372.1,514.9,898.37,7.35,8.65,1620.85,1725.38,555.57,188.02,903.65,297.44,192.91,7.63,910.6,471.79,186.5,175.4,14037.13
Solok,1303000,2020-03-03 9:42:36,2019,4728.17,738.52,641.04,4.4,7.29,1302.09,1497.72,1652.29,123.17,869.18,227.5,115.19,10.14,830.77,497.84,188.87,146.34,13580.51
Sijunjung,1304000,2020-03-03 9:42:36,2019,2564.3,1297.42,230.68,4.15,3.89,1307.68,1077.02,708.3,77.23,290.04,208.81,110.31,1.93,467.79,451.75,170.83,176.76,9148.88
Tanah Datar,1305000,2020-03-03 9:42:36,2019,3896.77,456.97,1374.69,3.62,14.29,1346.6,1765.47,1189.77,103.76,617.67,325.94,217.99,5.3,844.31,476.86,189.82,260.87,13090.69
Padang Pariaman,1306000,2020-03-03 9:42:36,2019,4082.59,1345.21,1987.53,7.04,9.09,1795.58,1898.1,6424.52,202.16,606.29,287.17,194.4,15.05,959.56,1046.23,115.67,279.29,21255.47
Agam,1307000,2020-03-03 9:42:36,2019,6182.65,769.64,2018.01,5.32,10.18,1901.42,3911.75,1444.57,195.49,1098.52,241.58,384.82,7.61,902.88,1060.35,234.2,171.99,20540.99
Lima Puluh Kota,1308000,2020-03-03 9:42:36,2019,5232.15,1277.02,973.29,2.73,4.38,828.39,2337.51,1671.3,121.65,840.57,257.75,178.68,4.95,910.65,516.71,236.11,231.53,15625.34
Pasaman,1309000,2020-03-03 9:42:36,2019,4268.78,181.1,349.46,2.07,8.42,487.78,1259.2,436.97,89.3,425.98,201.73,121.75,4.85,641.22,241.28,88.06,99.82,8907.77
Solok Selatan,1310000,2020-03-03 9:42:36,2019,1629.49,527.66,234.85,2.2,2.59,724.26,1126.05,367.31,47.98,265.85,43.56,46.18,0.84,278.46,136.66,66.18,74.38,5574.52
Dharmasraya,1311000,2020-03-03 9:42:36,2019,2900.29,728.63,509.26,2.36,1.37,1527.66,1535.26,673.74,108.61,637.71,229.21,236.68,2.19,655.9,322.99,187.75,89.95,10349.56
Pasaman Barat,1312000,2020-03-03 9:42:36,2019,6315.44,281.1,2013.63,3.95,1.77,1164.78,1942.73,854.74,104.82,789.61,294.93,240.26,9.49,670.24,416.74,184.36,112.76,15401.34
Kota Padang,1371000,2020-03-03 9:42:36,2019,3305.86,2010.26,7333.27,68.2,89.53,6562.35,10570.84,10701.67,935.09,4608,3103.27,1939.81,941.29,4192.09,3278.7,1018.85,1761.37,62420.47
Kota Solok,1372000,2020-03-03 9:42:36,2019,220.55,25.29,165.95,2.71,7.14,552.63,1032.74,641.68,97.26,261.78,166.13,108.93,0.71,346.74,232.03,60.69,125,4047.98
Kota Sawah Lunto,1373000,2020-03-03 9:42:36,2019,325.4,198.82,392.31,72.29,14.33,415.4,553.59,326.94,82.41,274.87,121.24,64.83,5.36,443.89,120.75,43.37,224.05,3679.85
Kota Padang Panjang,1374000,2020-03-03 9:42:36,2019,175.35,9.55,292.17,2.39,8.58,345.84,640.5,446.9,102.44,305.26,140.57,123.25,2.89,329.85,331.78,48.39,169.13,3474.83
Kota Bukittinggi,1375000,2020-03-03 9:42:36,2019,99.51,0.19,437.22,63.02,12.62,578.56,2958.61,943.61,526.06,567.68,466.17,289.2,56.39,538.92,506.54,293.43,357.57,8695.32
Kota Payakumbuh,1376000,2020-03-03 9:42:36,2019,433.54,35.41,327.32,4.38,16.53,939.36,1715.29,860.46,228.07,515.76,390.69,191.57,16.72,477.46,316.86,100.29,255.46,6825.17
Kota Pariaman,1377000,2020-03-03 9:42:36,2019,914.72,94.57,343.32,4.15,1.81,778.02,768.76,540.99,131.52,388.5,135.5,143.42,7.27,302.35,220.7,60.8,169.1,5005.5
Kuantan Singingi,1401000,2020-03-03 9:42:36,2019,15288.97,1552.94,8923.08,17.48,6.44,2748.92,1351.52,168.35,79.39,122.92,182.67,248.74,0.33,752.46,197.76,62.92,165.05,31869.96
Indragiri Hulu,1402000,2020-03-03 9:42:36,2019,11897.33,3838.18,11392.17,29.19,17.21,6267.23,4689.25,471.68,366.41,311.86,386.56,530.8,1.56,623.48,334.7,95.35,339.77,41592.73
Indragiri Hilir,1403000,2020-03-03 9:42:36,2019,28012.53,602.55,14817.94,36.85,8.8,3937.74,11005.04,719.97,296.85,401.59,369.84,550.36,2.17,1102.87,394.78,102.45,335.57,62697.91
Pelalawan,1404000,2020-03-03 9:42:36,2019,18458.5,1135.66,23448.36,18.57,2.93,1203.58,1535.87,111.4,91.94,244.86,268.34,306.31,0.62,499.51,163.11,76.72,165.73,47732.02
Siak,1405000,2020-03-03 9:42:36,2019,16173.15,26323.14,30350.43,7.96,3.16,4408.86,1912.24,102.22,42.79,203.97,321.39,375.89,5.23,680.25,465.19,191.35,537.9,82105.13
Kampar,1406000,2020-03-03 9:42:36,2019,21508.32,25027.29,18155.69,47.81,4.01,5907.26,2871.41,262.55,70.89,311.15,328.94,761.45,2.97,1160.87,425.17,157.02,264.37,77267.15
Rokan Hulu,1407000,2020-03-03 9:42:36,2019,17333.68,1957.64,8497.31,32.56,2.14,1318.02,2118.24,204.54,117.52,328.78,327.42,234.36,1.88,977.17,159.92,73.94,197.14,33882.26
Bengkalis,1408000,2020-03-03 9:42:36,2019,13053.62,91243.53,18490.47,37.42,14.91,4253.8,9169.67,370.24,382.09,487.84,363.33,400.12,5.32,1179.86,431.04,122.31,373.33,140378.91
Rokan Hilir,1409000,2020-03-03 9:42:36,2019,23978.79,31374.66,13413.25,19.55,3.15,773.01,3145.81,102.72,213.89,190.45,242.93,261.3,0.19,468.66,194.37,57.64,147.75,74588.12
Kepulauan Meranti,1410000,2020-03-03 9:42:36,2019,6561.9,3407.93,4531.01,8.3,0.74,946.99,1775.75,428.1,55.87,104.76,54.01,80.93,0.61,327.13,42.44,13.03,55.05,18394.55
Kota Pekanbaru,1471000,2020-03-03 9:42:36,2019,1833.3,20.62,22680.03,273.98,16.11,35870.57,37357.79,2895.91,2202.04,2550.25,3651.23,2960.79,23.41,3128.88,1262.91,621.26,1414.83,118763.89
Kota Dumai,1473000,2020-03-03 9:42:36,2019,1923.59,128.17,20867.98,31.77,5.33,4049.17,5736.01,1055.62,319.4,418.39,397.13,161.76,2.06,587.76,177.13,65.84,220.03,36147.15
Kerinci,1501000,2020-03-03 9:42:36,2019,5072.39,149.51,270.65,3.83,34.56,611.01,1086.29,223.78,82.49,730.5,100.91,180.75,4.71,618.92,443.22,149.82,149.13,9912.47
Merangin,1502000,2020-03-03 9:42:36,2019,7142.13,363.85,1072.37,10.9,27.41,1069.7,2062.59,271.77,336,695.55,226,340.71,21.09,723.15,517.13,212.18,195.53,15288.07
Sarolangun,1503000,2020-03-03 9:42:36,2019,4243.35,3080.93,563.83,4.59,20.92,2200.46,1319.71,310.12,333.89,584.2,392.13,209.49,42.11,949.51,437.19,217.22,217.26,15126.92
Batang Hari,1504000,2020-03-03 9:42:36,2019,6594.91,1699.24,1796.86,9.82,13.27,1084.35,1613.49,267.87,70.21,683.03,294.64,223.6,14.03,860.01,804.32,258.48,175.16,16463.29
Muaro Jambi,1505000,2020-03-03 9:42:36,2019,10436.41,2492.74,3738.39,10.19,25.96,1266,1506.73,835.92,166.96,667.5,414.06,362.25,316.1,958.91,499.65,258.97,338.28,24294.99
Tanjung Jabung Timur,1506000,2020-03-03 9:42:36,2019,4518.54,12380.38,1738.63,4.43,14.83,1123.41,1810.79,301.19,95.05,405.99,199.12,154.24,329.67,578,819.2,133.95,72.88,24680.3
Tanjung Jabung Barat,1507000,2020-03-03 9:42:36,2019,10807.08,16353.97,7221.69,8.59,27.93,2012.3,1725,356.1,223.25,891.69,443.04,322.5,515.09,803.65,804.46,209.99,219.12,42945.45
Tebo,1508000,2020-03-03 9:42:36,2019,7178.17,982.69,857.02,12.49,6.16,1121.34,1564.11,212.1,56.4,594.74,203.2,298.29,9.09,739.79,361.04,150.28,246.53,14593.44
Bungo,1509000,2020-03-03 9:42:36,2019,3853.85,2577.11,1064.11,11.26,33.73,2381.69,2844.78,463.5,499.28,947.12,704.74,487.3,39.71,852.62,913.16,118.57,103.41,17895.94
Kota Jambi,1571000,2020-03-03 9:42:36,2019,341.08,548.01,3055.64,67.83,83.91,2801.84,9541.02,3685.95,735.07,1436.66,1686.37,785.76,922.46,2632.52,1398.84,703.37,210.6,30636.93
Kota Sungai Penuh,1572000,2020-03-03 9:42:36,2019,366.42,56.19,45.59,1.67,21.53,807.9,2227.64,236.99,86.18,1064.57,348.25,216.12,431.12,501.4,738.96,171,157.89,7479.42
Ogan Komering Ulu,1601000,2020-03-03 9:42:36,2019,2272.16,1962.57,2872.62,11.71,23.94,1894.96,2740.73,340.4,423.11,121.34,403.27,689.9,17.79,263.53,328.72,148.45,132.47,14647.67
Ogan Komering Ilir,1602000,2020-03-03 9:42:36,2019,15472.86,368.18,2443.79,17.11,7.11,3835.13,3109.46,270.83,340.35,148.22,280.67,599.67,23.12,1250.96,393.23,42.44,149.35,28752.47
Muara Enim,1603000,2020-03-03 9:42:36,2019,5419.93,31729.18,8128.05,82.4,15.53,3162.84,4598.96,832.3,338.03,395.62,321.36,630.99,9.37,639.17,654.35,221.03,154.39,57333.51
Lahat,1604000,2020-03-03 9:42:36,2019,3159.68,5947.3,923.55,102.14,5.07,1581.29,2502.35,208.16,273.52,140.77,278.74,460.55,8.37,858.18,455.7,130.8,94.04,17130.2
Musi Rawas,1605000,2020-03-03 9:42:36,2019,5585.38,6206.84,2603.34,4.96,1.47,1120.88,1699.16,91.07,65.88,62.06,122.56,268.38,3.58,391.04,509.33,131.61,195.23,19062.78
Musi Banyuasin,1606000,2020-03-03 9:42:36,2019,7361.6,36432.99,6695.83,28.35,12.14,5125.04,3167.05,200.56,119.31,174.02,1238.61,1355.54,27.52,2061.3,1206.2,225.73,379.21,65811
Banyu Asin,1607000,2020-03-03 9:42:36,2019,9421.92,1755.58,7456.3,30.32,4.48,3493,3820.22,182.3,132.18,579.81,81.29,169.64,4.55,628.13,668.44,138.95,88.63,28655.74
Ogan Komering Ulu Selatan,1608000,2020-03-03 9:42:36,2019,2722.14,159.13,699.04,7.65,4.11,1507.98,2001.74,83.49,96.81,61.47,80.86,425.97,2.39,415.9,342.33,106.34,68.37,8785.71
Ogan Komering Ulu Timur,1609000,2020-03-03 9:42:36,2019,4915.27,356.23,1480.58,9.13,2.28,2805.31,2771.45,190.19,250.12,155.08,131.6,384.27,6.87,955.21,268.67,134.61,118.98,14935.85
Ogan Ilir,1610000,2020-03-03 9:42:36,2019,2275.8,908.53,1318.66,7.26,3.68,1912.52,2182.9,157.39,551.25,38.4,171.31,317.07,17.16,956.98,204.22,78.49,57.76,11159.4
Empat Lawang,1611000,2020-03-03 9:42:36,2019,1631.44,196.81,568.62,4.35,1.82,569.87,1044.29,91.34,92.75,50.77,106.54,256.85,1.47,204.49,83.26,37.48,48.93,4991.08
Penukal Abab Lematang Ilir,1612000,2020-03-03 9:42:36,2019,1078.23,3063.11,187.11,1.85,5.14,1013.79,1036.27,10.14,122.68,55.9,59.92,227.27,2.04,86.74,119.25,9.56,4.67,7083.68
Musi Rawas Utara,1613000,2020-03-03 9:42:36,2019,3148.14,1732.68,465.43,1.66,1.17,407.67,547.16,84.37,25.35,19.6,57.09,109.79,4.41,163.39,222.35,45.72,67.7,7103.69
Kota Palembang,1671000,2020-03-03 9:42:36,2019,726.91,7.14,48433.53,265.3,474.62,27547.24,26886.02,8031.87,5365.24,11004.83,6875,7639.11,309.97,3210.69,4761.33,1043.36,1638.13,154220.32
Kota Prabumulih,1672000,2020-03-03 9:42:36,2019,465.5,828.73,781.9,14.56,2.94,1394.21,1885.58,229.64,314.05,81.83,353.48,627.15,61.5,277.61,231.15,201.01,40.22,7791.06
Kota Pagar Alam,1673000,2020-03-03 9:42:36,2019,625.89,74.43,52.03,1.48,1.76,469.17,544.99,93.52,110.17,41.73,113.94,159.71,2.86,95.02,280.39,54.91,69.62,2791.62
Kota Lubuklinggau,1674000,2020-03-03 9:42:36,2019,329.9,116.82,460.74,7.24,12.4,1554.1,1424.01,418.21,295.33,95.36,341.93,569.21,88.11,160.7,340.65,120.19,308.79,6643.68
Bengkulu Selatan,1701000,2020-03-03 9:42:36,2019,1864.7,128.18,186.19,5.25,8.04,323.3,972.96,331.5,114.4,164.8,300.87,226.65,14.95,655.7,282.58,87.81,39.64,5707.51
Rejang Lebong,1702000,2020-03-03 9:42:36,2019,2877.26,127.13,383.26,8.41,15.19,409.05,1641.02,504.45,188.56,231.85,274.62,336.27,14.25,1024.43,947,260.47,125.78,9368.98
Bengkulu Utara,1703000,2020-03-03 9:42:36,2019,3163.63,725.91,717.46,6.86,15.31,405.17,822.4,197.65,66.13,169.2,297.62,233.26,10.44,779.19,480.86,110.99,47.97,8250.04
Kaur,1704000,2020-03-03 9:42:36,2019,1755.25,145.71,139.14,2.42,7.01,248.37,321.66,160.3,48.93,101.16,36.75,131.54,1.83,299.66,96.47,18.68,9.64,3524.51
Seluma,1705000,2020-03-03 9:42:36,2019,2160.27,156.45,381.64,4.56,7.55,273.83,358.84,95.46,75.4,43.69,34.68,182.34,5.56,527.41,230.38,42.71,32.4,4613.17
Mukomuko,1706000,2020-03-03 9:42:36,2019,2227.73,150.01,621.81,3.81,8,223.32,867.95,215.5,77.36,52.53,66.28,91.09,6.01,419.45,105.82,14.32,4.29,5155.27
Lebong,1707000,2020-03-03 9:42:36,2019,1386.37,172.14,186.6,3.68,8.77,314.58,283.42,146.3,44.56,51.16,36.01,178.83,5.89,394.2,83.41,26.96,23.16,3346.03
Kepahiang,1708000,2020-03-03 9:42:36,2019,1712.86,96.09,324.39,6.62,6.75,266.88,418.77,103.25,88.1,85.15,47.04,135.7,5.92,716.42,214.32,62.49,28.18,4318.93
Bengkulu Tengah,1709000,2020-03-03 9:42:36,2019,1334.14,710.34,684.78,1.75,4.64,210.32,357.15,51.92,91.93,28.41,93.3,165.14,4.02,738.37,93.91,22.74,13.71,4606.57
Kota Bengkulu,1771000,2020-03-03 9:42:36,2019,1726.13,28.46,754.37,25.1,57.48,1111.7,4913.2,4207.28,505.7,1682.27,997.54,1096.89,1546.82,1701.83,1920.94,629.76,304.93,23210.4
Lampung Barat,1801000,2020-03-03 9:42:36,2019,3329.45,192.59,389.63,0.91,7.64,300.74,910.58,193.96,100.49,213.81,129.45,326.45,13.41,468.02,307.34,100.19,110.99,7095.65
Tanggamus,1802000,2020-03-03 9:42:36,2019,6421.09,1086.21,1100.08,12.45,18.59,1074.84,1595.92,822.25,313.08,587.4,296.15,463.2,13.29,734.8,660.33,200.25,190.99,15590.93
Lampung Selatan,1803000,2020-03-03 9:42:36,2019,12732.05,714.49,10963.94,49.82,54.6,5701.95,5447.1,2847.09,669.46,1231.14,752.42,956.67,38.5,973.55,1043.18,246.21,263.21,44685.37
Lampung Timur,1804000,2020-03-03 9:42:36,2019,14804.39,9767.38,3450.74,289.94,22.02,2394.86,3602.01,811.65,508.29,1519,539.71,889.49,31.99,1209.91,1074.05,275.23,414,41604.65
Lampung Tengah,1805000,2020-03-03 9:42:36,2019,24591.86,3486.17,16807.35,68.91,24.21,7585.78,7175.15,1904.98,824.92,2360.99,1115.22,1365.55,81.69,1200.68,1643.52,372.65,407.48,71017.11
